id,title,content,pub_date,source_url,category
1,"Some on-air claims about Dominion Voting Systems were false, Fox News acknowledges in statement after deal is announced",No content available,2023-04-19 12:44:51,https://www.cnn.com/business/live-news/fox-news-dominion-trial-04-18-23/index.html,Others
2,Dominion still has pending lawsuits against election deniers such as Rudy Giuliani and Sidney Powell,No content available,,https://www.cnn.com/business/live-news/fox-news-dominion-trial-04-18-23/h_8d51e3ae2714edaa0dace837305d03b8,Others
3,Here are the 20 specific Fox broadcasts and tweets Dominion says were defamatory,"• Fox-Dominion trial delay 'is not unusual,' judge says
• Fox News' defamation battle isn't stopping Trump's election lies",2023-04-17 16:01:11,https://www.cnn.com/2023/04/17/media/dominion-fox-news-allegations/index.html,Terrorism / protest / political unrest / riot
4,Judge in Fox News-Dominion defamation trial: 'The parties have resolved their case',The judge just announced in court that a settlement has been reached in the historic defamation case between Fox News and Dominion Voting Systems.,2023-04-19 08:28:17,https://www.cnn.com/2023/04/18/media/fox-dominion-settlement/index.html,Terrorism / protest / political unrest / riot
5,'Difficult to say with a straight face': Tapper reacts to Fox News' statement on settlement,"A settlement has been reached in Dominion Voting Systems' defamation case against Fox News, the judge for the case announced. The network will pay more than $787 million to Dominion, a lawyer for the company said.",2023-04-18 21:17:44,https://www.cnn.com/videos/politics/2023/04/18/jake-tapper-dominion-lawsuit-settlement-fox-news-statement-lead-vpx.cnn,Terrorism / protest / political unrest / riot
6,Millions in the US could face massive consequences unless McCarthy can navigate out of a debt trap he set for Biden,"• DeSantis goes to Washington, a place he once despised, looking for support to take on Trump
• Opinion: For the GOP to win, it must ditch Trump
• Chris Christie mulling 2024 White House bid
• Analysis: The fire next time has begun burning in Tennessee",2023-04-18 20:34:45,https://www.cnn.com/2023/04/18/politics/mccarthy-biden-debt-ceiling/index.html,Positive/Uplifting
7,White homeowner accused of shooting a Black teen who rang his doorbell turns himself in to face criminal charges,"• 'A major part of Ralph died': Aunt of teen shot after ringing wrong doorbell speaks
• 20-year-old woman shot after friend turned into the wrong driveway in upstate New York, officials say",2023-04-19 04:29:05,https://www.cnn.com/2023/04/18/us/kansas-city-ralph-yarl-shooting-tuesday/index.html,Others
8,Newly released video shows scene of Jeremy Renner's snowplow accident,"Newly released body camera footage shows firefighters and sheriff's deputies rushing to help actor Jeremy Renner after a near-fatal snowplow accident in January. The ""Avengers"" actor broke more than 30 bones and suffered other severe injuries. CNN's Chloe Melas has more.",2023-04-18 14:09:43,https://www.cnn.com/videos/us/2023/04/18/jeremy-renner-snowplow-accident-bodycam-nc-melas-contd-vpx.cnn,Natural Disasters
9,Jake Gyllenhaal and Jamie Lee Curtis spent the Covid-19 lockdown together,It's sourdough bread and handstands for Jake Gyllenhaal and Jamie Lee Curtis.,2023-04-18 14:40:32,https://www.cnn.com/2023/04/18/entertainment/jake-gyllenhaal-jamie-lee-curtis-pandemic-living/index.html,Others
10,"Toddler crawls through White House fence, prompts Secret Service response","A tiny intruder infiltrated White House grounds Tuesday, prompting a swift response from the US Secret Service.",2023-04-18 17:38:16,https://www.cnn.com/2023/04/18/politics/white-house-toddler/index.html,Others
11,Jamie Foxx remains hospitalized nearly a week after 'medical complication',"Jamie Foxx remains hospitalized in Georgia nearly a week after his daughter revealed the actor experienced a ""medical complication,"" a source with knowledge of the matter told CNN on Monday.",2023-04-18 00:27:07,https://www.cnn.com/2023/04/17/entertainment/jamie-foxx-remains-hospitalized/index.html,Others
12,A 13-year-old dies after participating in a Benadryl TikTok 'challenge',"A 13-year-old in Ohio has died after ""he took a bunch of Benadryl,"" trying a dangerous TikTok challenge that's circulating online, according to a CNN affiliate and a GoFundMe account from his family.",2023-04-19 15:01:06,https://www.cnn.com/2023/04/18/us/benadryl-tiktok-challenge-teen-death-wellness/index.html,Others
13,See pizza delivery guy take out suspect fleeing police,"Pizza guy delivers more than a pie, taking out a fleeing suspect. CNN's Jeanne Moos shows him putting his best foot forward.",2023-04-18 16:40:22,https://www.cnn.com/videos/us/2023/04/18/pizza-guy-trips-perp-moos-cprog-orig-bdk.cnn,Others
14,Netflix is winding down its DVD business after 25 years,Netflix is officially winding down the business that helped make it a household name.,2023-04-18 20:10:51,https://www.cnn.com/2023/04/18/media/netflix-dvd-red-envelopes/index.html,Others
15,FTC chair Lina Khan warns AI could 'turbocharge' fraud and scams,"Artificial intelligence tools such as ChatGPT could lead to a ""turbocharging"" of consumer harms including fraud and scams, and the US government has substantial authority to crack down on AI-driven consumer harms under existing law, members of the Federal Trade Commission said Tuesday.",2023-04-18 17:59:38,https://www.cnn.com/2023/04/18/tech/lina-khan-ai-warning/index.html,Terrorism / protest / political unrest / riot
16,"Eating too much of these foods is driving the rise in type 2 diabetes, study says","Gobbling up too many refined wheat and rice products, along with eating too few whole grains, is fueling the growth of new cases of type 2 diabetes worldwide, according to a new study that models data through 2018.",2023-04-17 16:02:46,https://www.cnn.com/2023/04/17/health/rise-type-2-diabetes-global-wellness/index.html,Positive/Uplifting
17,ADHD medication abuse in schools is a 'wake-up call',"At some middle and high schools in the United States, 1 in 4 teens report they've abused prescription stimulants for attention deficit hyperactivity disorder during the year prior, a new study found.",2023-04-25 17:44:36,https://www.cnn.com/2023/04/18/health/teen-misuse-adhd-meds-wellness/index.html,Others
18,Apple CEO was presented with an original Macintosh. See his reaction,CEO Tim Cook personally welcomed customers to the new Apple store in Mumbai as the tech company opens its first retail stores in India. CNN's Vedika Sud reports.,2023-04-18 09:17:25,https://www.cnn.com/videos/tech/2023/04/18/apple-store-mumbai-india-ceo-tim-cook-vedika-sud-ovn-biz-ldn-vpx.cnn,Others
19,Democrats bash Justice Clarence Thomas but their plan to investigate ethics allegations is unclear,"Senate Democrats railed against Justice Clarence Thomas on Tuesday amid reports that the Supreme Court conservative failed to disclose luxury travel, gifts and a real estate transaction involving a GOP megadonor, but their plan to investigate the conservative jurist remains unclear.",2023-04-18 20:29:46,https://www.cnn.com/2023/04/18/politics/clarence-thomas-ethics-democrats/index.html,Terrorism / protest / political unrest / riot
20,"Russia is 'going backwards' in equipment and deploying post WWII-era tanks, according to Western officials","• Jailed Wall Street Journal reporter Evan Gershkovich denied detention appeal in Moscow
• Putin visits Russian troops at military headquarters in Kherson
• Watch moment WSJ journalist appears in Russian court",,https://www.cnn.com/europe/live-news/russia-ukraine-war-news-04-18-23/index.html,Terrorism / protest / political unrest / riot
21,Two Russians claiming to be former Wagner commanders admit killing children and civilians in Ukraine,Two Russian men who claim to be former Wagner Group commanders have told a human rights activist that they killed children and civilians during their time in Ukraine.,2023-04-18 19:07:52,https://www.cnn.com/2023/04/17/europe/wagner-commanders-russia-kill-children-intl-hnk/index.html,Others
22,'My stomach is hurting from laughing': Hear panelist's reaction to DeSantis' threat to Disney,CNN panelists react to Florida Gov. Ron DeSantis floating the idea of building a competing theme park next to Disney World in Orlando.,2023-04-18 03:24:56,https://www.cnn.com/videos/business/2023/04/18/desantis-disney-competition-panel-reax-pt-vpx.cnn,Others
23,GOP prepared to block vote to replace Feinstein on Senate Judiciary,"Senate Majority Leader Chuck Schumer said on Tuesday that he hopes to replace Democratic Sen. Dianne Feinstein on the Senate Judiciary Committee with Sen. Ben Cardin of Maryland and aims to set up a floor vote on the issue this afternoon, which Republicans are expected to block.",2023-04-18 22:03:13,https://www.cnn.com/2023/04/18/politics/schumer-senate-feinstein-vote-cardin/index.html,Terrorism / protest / political unrest / riot
24,Oklahoma governor calls on officials to resign over recording of racist and threatening remarks,No content available,2023-04-18 17:33:17,https://www.cnn.com/2023/04/18/us/mccurtain-county-oklahoma-officials-recording/index.html,Others
25,McCarthy slams Biden in handling of US debt,House Speaker Kevin McCarthy traveled to Wall Street on Monday to deliver a fresh warning that the House GOP majority will refuse to lift a cap on government borrowing unless Biden agrees to spending cuts that would effectively neutralize his domestic agenda.,2023-04-18 22:03:01,https://www.cnn.com/videos/politics/2023/04/18/kevin-mccarthy-wall-street-speech-debt-ceiling-biden-economy-vpx.cnn,Terrorism / protest / political unrest / riot
26,US warns Russia not to touch American nuclear technology at Ukrainian nuclear plant,"The US has sensitive nuclear technology at a nuclear power plant inside Ukraine and is warning Russia not to touch it, according to a letter the US Department of Energy sent to Russia's state-owned nuclear energy firm Rosatom last month.",2023-04-19 08:35:33,https://www.cnn.com/2023/04/18/politics/us-warns-russia-zaporizhzhia-nuclear-plant/index.html,Others
27,Repeated gunshots fired on live TV as ex-lawmaker shot by assassins,"Atiq Ahmed, a former lawmaker in India's parliament, convicted of kidnapping, was shot dead along with his brother while police were escorting them for a medical check-up in a slaying caught on live television on Saturday. CNN's Vedika Sud reports.",2023-04-18 09:41:42,https://www.cnn.com/videos/world/2023/04/18/india-ex-lawmaker-atiq-ahmed-assassination-sud-pkg-contd-ovn-intl-hnk-vpx.cnn,Terrorism / protest / political unrest / riot
28,FDA clears the way for additional bivalent boosters for certain vulnerable individuals,"The U.S. Food and Drug Administration amended the terms of its emergency use authorizations for the Pfizer and Moderna bivalent vaccines on Tuesday, allowing people ages 65 and older and certain people with weakened immunity to get additional doses before this fall's vaccination campaigns.",2023-04-18 15:09:15,https://www.cnn.com/2023/04/18/health/fda-bivalent-booster-additional-doses/index.html,Natural Disasters
29,Maine authorities detained a person of interest after 4 people were found dead in a home and 3 others shot while driving,"Maine authorities have detained a person of interest and continue to investigate after two shooting incidents that appear to be connected left at least four people dead and three others injured, state police said.",2023-04-19 01:49:51,https://www.cnn.com/2023/04/18/us/maine-shooting-bowdoin-yarmouth/index.html,Others
30,Southwest says flights resumed after delays caused by 'tech issues',"• Delta Air Lines reports record bookings for summer travel
• Air France and Airbus acquitted in trial over 2009 plane crash",2023-04-18 17:15:29,https://www.cnn.com/travel/article/southwest-airlines-flight-delays/index.html,Terrorism / protest / political unrest / riot
31,Damar Hamlin cleared to resume football activities after January cardiac arrest,"Buffalo Bills safety Damar Hamlin, who has been cleared to resume football activities, said Tuesday his cardiac arrest during an NFL game in January was caused by commotio cordis.",2023-04-18 22:11:37,https://www.cnn.com/2023/04/18/sport/damar-hamlin-cleared-to-train-nfl-spt-intl/index.html,Others
32,Pilot makes history after landing on top of a 56-story hotel,Polish pilot Lukasz Czepiela made history after landing a plane on a helipad at the top of a 56-story hotel in Dubai.,2023-03-19 11:22:30,https://www.cnn.com/videos/travel/2023/03/17/pilot-lands-on-dubai-helipad-cprog-orig-aw-ao.cnn,Others
33,Top US Navy admiral defends non-binary sailor amid some Republican criticism,"The top US Navy admiral ardently defended a non-binary sailor on Tuesday amid some criticism from Republican lawmakers, saying he is ""particularly proud of this sailor.""",2023-04-18 19:56:40,https://www.cnn.com/2023/04/18/politics/gilday-defends-non-binary-sailor/index.html,Terrorism / protest / political unrest / riot
34,Fulton County DA says fake Trump electors are incriminating one another and wants lawyer disqualified,"The Fulton County District Attorney's office said some fake electors for Donald Trump have implicated each other in potential criminal activity and is seeking to disqualify their lawyer, according to a new court filing.",2023-04-19 15:31:24,https://www.cnn.com/2023/04/18/politics/fulton-county-trump-fake-electors/index.html,Terrorism / protest / political unrest / riot
35,High speed trains are racing across the world. But not in America,High speed trains have proved their worth across the world over the past 50 years.,2023-04-19 02:39:40,https://www.cnn.com/travel/article/high-speed-rail-us/index.html,Others
36,Podcast: One country musician is calling for other artists to oppose assault rifles,No content available,,https://www.cnn.com/audio/podcasts/the-assignment/episodes/42a2f0e2-066a-4675-82ff-afe2016a0bb5,Others
37,Here's what you need to know if you haven't filed your return yet — and even if you have,"It's April 18, the official deadline to file your federal and state income tax returns for 2022. (It is also, apparently, National Animal Crackers Day for those who celebrate.)",2023-04-18 14:15:43,https://www.cnn.com/2023/04/18/success/tax-day-2023-file-irs/index.html,Others
38,"Undocumented immigrants are paying their taxes today, too",It's a surprising fact that's often overlooked in the immigration debate.,2023-04-18 18:29:24,https://www.cnn.com/2023/04/18/us/undocumented-immigrants-taxes-cec/index.html,Others
39,Opinion: Why millionaires like us want to pay more in taxes,"Tuesday is Tax Day in America, one of the most stressful days of the year, when many taxpayers will finally end their procrastination, file their federal returns, and hope for a refund from the IRS. But for many of the nation's wealthiest, it's just another Tuesday.",2023-04-17 19:32:49,https://www.cnn.com/2023/04/17/opinions/us-tax-system-wealthy-disney-pearl/index.html,Positive/Uplifting
40,'World's longest' purpose-built cycling tunnel opens in Norway,"There are many ways to explore the seven mountains that surround the picturesque UNESCO World Heritage city of Bergen on Norway's fjord-studded west coast. The newest, however, might well be record-breaking.",2023-04-18 10:44:27,https://www.cnn.com/travel/article/worlds-longest-cycling-tunnel/index.html,Others
41,Artist rejects photo prize after AI-generated image wins award,A German artist has rejected an award from a prestigious international photography competition after revealing that his submission was generated by Artificial Intelligence (AI).,2023-04-18 15:27:54,https://www.cnn.com/style/article/ai-photo-win-sony-scli-intl/index.html,Others
42,These ships disappeared in Lake Superior a century ago. Watch as they're found again,"The Great Lakes Shipwreck Historical Society has found two of three ships that sank in the same Lake Superior storm more than a century ago, locating one in 2021 and the other in 2022.",2023-04-18 19:29:01,https://www.cnn.com/videos/travel/2023/04/18/century-old-shipwrecks-lake-superior-discovery-contd-orig-zt.cnn,Natural Disasters
43,Erotic images of seniors show sex and intimacy in new light,"What does intimacy look like for seniors? There's no end to sex scenes and other steamy content featuring the young and unwrinkled, but past a certain age, popular culture largely draws a blank — or treats sex as a punchline.",2023-04-18 03:24:57,https://www.cnn.com/style/article/marilyn-minter-artist-elder-sex/index.html,Others
44,"China's economy is off to a solid start, rising 4.5% in Q1 2023",China's economy is off to a solid start in 2023 following its emergence from three years of strict pandemic restrictions.,2023-04-18 07:01:12,https://www.cnn.com/2023/04/17/economy/china-gdp-q1-2023-intl-hnk/index.html,Others
45,"Even when wives make as much as husbands, they still do more at home","• Four out of the five US metro areas with the lowest unemployment are in Florida. Here's why
• Opinion: The overlooked problem with raising the retirement age for Social Security",2023-04-16 17:29:49,https://www.cnn.com/2023/04/16/success/husbands-wives-earning-division-of-labor-pew-survey/index.html,Others
46,McDonald's is upgrading its burgers,"McDonald's, which has been focusing on upgrading its core items to boost sales, is rolling out a series of changes designed to improve its signature burgers.",2023-04-17 16:31:30,https://www.cnn.com/2023/04/17/business/mcdonalds-burgers/index.html,Others
47,Google-parent stock drops on fears it could lose search market share to AI-powered rivals,"Shares of Google-parent Alphabet fell more than 3% in early trading Monday after a report sparked concerns that its core search engine could lose market share to AI-powered rivals, including Microsoft's Bing.",2023-04-17 15:52:19,https://www.cnn.com/2023/04/17/tech/google-ai-search-engine-stock-drop/index.html,Others
48,Bidets save you money and reduce waste — we tested the best options out there,No content available,,https://www.cnn.com/cnn-underscored/reviews/best-bidets?iid=CNNUnderscoredHPcontainer,Others
49,50+ products to make your life easier and our planet cleaner,No content available,,https://www.cnn.com/cnn-underscored/home/editors-favorite-sustainable-products?iid=CNNUnderscoredHPcontainer,Others
50,Mother's Day is around the corner. Here are 50+ thoughtful gifts she'll love,No content available,,https://www.cnn.com/cnn-underscored/gifts/best-mothers-day-gifts-2023?iid=CNNUnderscoredHPcontainer,Others
51,"A head-to-toe guide of how men should dress this spring, and where they should shop",No content available,,https://www.cnn.com/cnn-underscored/fashion/mens-spring-fashion-style-guide?iid=CNNUnderscoredHPcontainer,Others
52,42 of the most useful travel products you can buy on Amazon,No content available,,https://www.cnn.com/cnn-underscored/travel/amazon-travel-products?iid=CNNUnderscoredHPcontainer,Others
53,The 7 best high-yield savings accounts of April 2023,No content available,,https://www.cnn.com/cnn-underscored/money/high-yield-savings-accounts?iid=CNNUnderscoredHPcontainer,Others
54,Taxes are due tomorrow. Here's how to file for an extension,No content available,,https://www.cnn.com/cnn-underscored/money/how-to-file-taxes?iid=CNNUnderscoredHPcontainer,Others
55,Composting is an easy way to reduce food waste. Here's how to do it,No content available,,https://www.cnn.com/cnn-underscored/home/how-to-compost-at-home?iid=CNNUnderscoredHPcontainer,Others
56,We stopped using aluminum foil for cooking and you should too. Here's what to use instead,No content available,,https://www.cnn.com/cnn-underscored/reviews/mmmat-silicone-mats?iid=CNNUnderscoredHPcontainer,Others
57,The beloved Dyson Supersonic hair dryer is at its lowest price ever,No content available,,https://www.cnn.com/cnn-underscored/deals/dyson-supersonic-sale-2023-04-17?iid=CNNUnderscoredHPcontainer?iid=CNNUnderscoredHPcontainer,Others
58,"Everything you need to know about Way Day 2023, Wayfair's biggest sale of the year",No content available,,https://www.cnn.com/cnn-underscored/deals/wayfair-way-day-2023-04-17?iid=CNNUnderscoredHPcontainer,Others
59,The 10 best Amazon deals to shop this week,No content available,,https://www.cnn.com/cnn-underscored/deals/best-amazon-deals-2023-04-12?iid=CNNUnderscoredHPcontainer,Others
60,Mifepristone saved my life,"The ruling earlier this month by a Texas federal judge to suspend the US Food and Drug Administration's approval of a drug that is used frequently for medication abortions, is very personal for me.",2023-04-18 11:30:00,https://www.cnn.com/2023/04/18/opinions/medication-abortion-mifepristone-miscarriage-jones-ctpr/index.html,Terrorism / protest / political unrest / riot
61,The 2024 presidential alternative many voters will want,No content available,,https://www.cnn.com/2023/04/18/opinions/2024-presidential-election-alternative-voters-lieberman,Others
62,Why isn't the House Judiciary Committee looking into Thomas?,"On Monday, the GOP-controlled House Judiciary Committee — chaired by Donald Trump ally Rep. Jim Jordan — is set to hold a field hearing in New York City called ""Victims of Violent Crime in Manhattan."" A statement bills the hearing as an examination of how, the Judiciary Committee says, Manhattan District Attorney Alvin Bragg's policies have ""led to an increase in violent crime and a dangerous community for New York City residents.""",2023-04-17 11:37:37,https://www.cnn.com/2023/04/17/opinions/jim-jordan-clarence-thomas-judiciary-committee-obeidallah/index.html,Others
63,Top secrets come spilling out,"In 1917, British analysts deciphered a coded message the German foreign minister sent to one of his country's diplomats vowing to begin ""unrestricted submarine warfare"" and seeking to win over Mexico with a promise to ""reconquer the lost territory in Texas, New Mexico and Arizona"" if the US entered the world war. When it became public, the Zimmerman Telegram caused a sensation, helping propel the US into the conflict against Germany.",2023-04-16 11:22:36,https://www.cnn.com/2023/04/16/opinions/top-secrets-come-spilling-out-opinion-column-galant/index.html,Terrorism / protest / political unrest / riot
64,How did Sudan go from casting off despotic rule to this?,"Four years ago, almost to the day, the people of Sudan were celebrating a revolution after overthrowing longtime dictator Omar al-Bashir. Now the East African country faces the possibility of a complete collapse similar to the chaos we see today in Yemen or Libya.",2023-04-17 22:45:23,https://www.cnn.com/2023/04/17/opinions/sudan-revolution-to-civil-war-lynch/index.html,Others
65,Michelle Yeoh set to return in new 'Star Trek' movie,"Live long and prosper, Michelle Yeoh.",2023-04-18 19:11:23,https://www.cnn.com/2023/04/18/entertainment/michelle-yeoh-star-trek-section-31/index.html,Others
66,Recap: 'Succession' finds dark humor in the aftershocks,"After the shock came the aftershocks, the power vacuum, and perhaps most significantly and impressively, the laughs, as ""Succession"" pivoted to face life after Logan Roy, in an episode that finally put the HBO show's title into full flower.",2023-04-17 02:28:12,https://www.cnn.com/2023/04/16/entertainment/succession-season-4-episode-4-recap/index.html,Positive/Uplifting
67,"'Yellowjackets' leans hard into '90s music nostalgia, and we're here for it","Of the many dark gifts Showtime's eerie hit series ""Yellowjackets"" serves up for us, the juiciest this season is by far the music.",2023-05-01 23:02:04,https://www.cnn.com/2023/04/14/entertainment/yellowjackets-90s-music/index.html,Others
68,Jeremy Renner revisits 'the amazing group of people' who helped him recover from his accident,"Jeremy Renner is continuing his recovery after his devastating snowplow accident in January, and recognizing those who've helped him along the way.",2023-04-16 19:04:10,https://www.cnn.com/2023/04/16/entertainment/jeremy-renner-update/index.html,Positive/Uplifting
